EvaluatedPreference,ExtentCompetedCode,ExtentCompetedDescription,NontraditionalGovernmentContractorParticipationCode,NontraditionalGovernmentContractorParticipationDescription,SolicitationProcedures,TypeOfAgreement,CompletionDate,Date_Signed,EstimatedUltimateCompletionDate,Fiscal_Year,PeriodofPerformanceStartDate,ModificationNumber,PIID,PIIDAgencyID,ReferencedIDVAgencyID,ReferencedIDVModNumber,Referenced_IDV_PIID,InherentlyGovernmentalDescription,InherentlyGovernmentalFunction,TreasuryAccountSymbolAgencyIdentifier,TreasuryAccountSymbolInitiative,TreasuryAccountSymbolMainAccountCode,TreasuryAccountSymbolSubAccountCode,Contracting_Agency_ID,DepartmentID,DepartmentIDtext,ContractingOfficeID,ContractingOfficeName,ContractingOfficeRegion,MajorCommandCode,MajorCommandID,MajorCommandName,OrganizationID,ParentMacomCode,SubCommand1Code,SubCommand1ID,SubCommand1Name,SubCommand2Code,SubCommand2ID,SubCommand2Name,SubCommand3Code,SubCommand3ID,SubCommand3Name,SubCommand4Code,SubCommand4ID,SubCommand4Name,Funding_Agency_ID,Funding_Agency_Name,Funding_Department_ID,Funding_Department_Name,FundingOfficeID,FundingOfficeName,Granular,CongressionalDistrict-PlaceofPerformance,Place_of_Performance_Zip_Code,PrincipalPlaceofPerformanceCityName,PrincipalPlaceofPerformanceCountryCode,PrincipalPlaceofPerformanceCountryName,PrincipalPlaceofPerformanceCountyCode,PrincipalPlaceofPerformanceCountyName,PrincipalPlaceofPerformanceLocationCode,PrincipalPlaceofPerformanceLocationName,PrincipalPlaceofPerformanceStateCode,Description_of_Requirement,ProductOrServiceCode,ApprovedBy,ApprovedDate,contractactiontype,ClosedBy,ClosedStatus,ClosedStatusDate,CreatedVia,LastModifiedBy,LastModifiedDate,PreparedBy,PreparedDate,ReasonForModificationCode,ReasonForModificationDescription,CAGECode,ContractorName,CountryofIncorporation,DoingBusinessAsName,LegalBusinessName,UltimateParentLegalBusinessName,BLANK2(DEPRECATED),UltimateParentUniqueEntityID,BLANK1(DEPRECATED),UniqueEntityID,VendorAddressCity,VendorAddressCountry,VendorAddressLine1,VendorAddressLine2,VendorAddressLine3,VendorAddressState,VendorAddressZipCode,VendorCongressionalDistrict,VendorPhoneNumber,BaseandAllOptionsValue(TotalContractValue),BaseandExercisedOptionsValue,Action_Obligation_Then_Year,NonGovernmentDollars,NumberOfActions,NumberofRecords,ContractingAgencyName,Customer,SubCustomer,SubCustomer.sum,SubCustomer.platform,ProductOrServiceCodeText,SimpleArea,ProductOrServiceArea,ProductServiceOrRnDarea,CrisisProductOrServiceArea,Action_Obligation_OMB23_GDP21,dFYear,Engine
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,12/11/2017,4/11/2017,12/11/2017,2017,4/11/2017,0,HR00111790018,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82844056111,01,840407825,LAYTON,USA,UNITED STATES,11,DAVIS,NA,LAYTON,UT,RELIABLE&CONSISTENT HYBRID ROCKET ENGINES USING D-DART ADDITIVE MANUFACTURED FUEL GRAINS,AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,4/11/2017,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,4/11/2017,,,71QB3,,USA,,ROCKET CRAFTERS INC,ROCKET CRAFTERS INC,NA,N43HNJM2X4F9,NA,N43HNJM2X4F9,LAYTON,UNITED STATES,1889 N 2750 E,,NA,UTAH,840407825,01,8015580077,"$542,600.00","$542,600.00",542600,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,591433.9997811695,2017-01-01,TRUE
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,10/7/2018,11/3/2017,10/7/2018,2018,11/3/2017,P00002,HR00111690009,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82862207111,01,060021301,BLOOMFIELD,USA,UNITED STATES,3,HARTFORD,NA,BLOOMFIELD,CT,"FUEL EFFICIENT, LIGHT-WEIGHT, HEAVY-FUELED ROTARY COMBUSTION ENGINE PROGRAM, THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDING, REVISE THE TASK DESCRIPTION, AND REVISE THE COMPLETION DATE.",AD93,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,11/6/2017,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,11/6/2017,B,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,31LN0,,USA,,"LIQUIDPISTON, INC.",LIQUIDPISTON   INC,NA,J37HHTNN68F3,NA,J37HHTNN68F3,BLOOMFIELD,UNITED STATES,1292A BLUE HILLS AVE,,NA,CONNECTICUT,060021301,01,8608382677,"$2,445,662.00","$2,445,662.00",2445662,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (ADVANCED),R&D,R&D,Advanced Technology Development (6.3),R&D,2606269.9450898333,2018-01-01,TRUE
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,10/7/2018,5/16/2018,10/7/2018,2018,5/16/2018,P00003,HR00111690009,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82862656111,01,060021301,BLOOMFIELD,USA,UNITED STATES,3,HARTFORD,NA,BLOOMFIELD,CT,"FUEL EFFICIENT, LIGHT-WEIGHT, HEAVY-FUELED ROTARY COMBUSTION ENGINE PROGRAM,  THE PURPOSE OF THIS MODIFICATION IS TO REVISE ARTICLE IV: AGREEMENT ADMINISTRATION AND ATTACHMENT 5, AOR APPOINTMENT MEMORANDUM.",AD93,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,5/23/2018,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,5/23/2018,M,OTHER ADMINISTRATIVE ACTION,31LN0,,USA,,"LIQUIDPISTON, INC.",LIQUIDPISTON   INC,NA,J37HHTNN68F3,NA,J37HHTNN68F3,BLOOMFIELD,UNITED STATES,1292A BLUE HILLS AVE,,NA,CONNECTICUT,060021301,01,8608382677,$0.00,$0.00,0,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (ADVANCED),R&D,R&D,Advanced Technology Development (6.3),R&D,0,2018-01-01,TRUE
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,11/30/2018,4/24/2018,11/30/2018,2018,4/24/2018,P00001,HR00111790018,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82861162111,01,840407825,LAYTON,USA,UNITED STATES,11,DAVIS,NA,LAYTON,UT,"RELIABLE&CONSISTENT HYBRID ROCKET ENGINES, THE PURPOSE OF THIS MODIFICATION IS TO EXTEND THE AGREEMENT AND REVISE THE SCHEDULE OF MILESTONES AND PAYMENTS.",AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,4/24/2018,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,4/24/2018,M,OTHER ADMINISTRATIVE ACTION,71QB3,,USA,,ROCKET CRAFTERS INC,ROCKET CRAFTERS INC,NA,N43HNJM2X4F9,NA,N43HNJM2X4F9,LAYTON,UNITED STATES,1889 N 2750 E,,NA,UTAH,840407825,01,8015580077,$0.00,$0.00,0,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,0,2018-01-01,TRUE
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,1/7/2019,9/25/2018,1/7/2019,2018,9/25/2018,P00004,HR00111690009,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82862895111,01,060021301,BLOOMFIELD,USA,UNITED STATES,3,HARTFORD,NA,BLOOMFIELD,CT,"FUEL EFFICIENT, LIGHT-WEIGHT, HEAVY-FUELED ROTARY COMBUSTION ENGINE PROGRAM, THE PURPOSE OF THIS MODIFICATION IS TO EXTEND THE TERM OF THE AGREEMENT.",AD93,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,9/26/2018,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,9/26/2018,M,OTHER ADMINISTRATIVE ACTION,31LN0,,USA,,"LIQUIDPISTON, INC.",LIQUIDPISTON   INC,NA,J37HHTNN68F3,NA,J37HHTNN68F3,BLOOMFIELD,UNITED STATES,1292A BLUE HILLS AVE,,NA,CONNECTICUT,060021301,01,8608382677,$0.00,$0.00,0,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (ADVANCED),R&D,R&D,Advanced Technology Development (6.3),R&D,0,2018-01-01,TRUE
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,3/12/2019,3/12/2018,3/12/2022,2018,3/12/2018,0,HR00111890001,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82844089111,01,524980505,CEDAR RAPIDS,USA,UNITED STATES,113,LINN,NA,CEDAR RAPIDS,IA,CYBER ASSURED SYSTEMS ENGINEERING (CASE) TA2/TA5,AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,3/13/2018,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,3/12/2018,,,13499,,USA,,"ROCKWELL COLLINS, INC.",ROCKWELL COLLINS  INC.,NA,QJ58YL55YKF3,NA,J4Q3HP6NHK47,CEDAR RAPIDS,UNITED STATES,400 COLLINS RD NE,,NA,IOWA,524980505,01,3192655467,"$11,537,640.00","$2,652,340.00",442056,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,471086.0563915338,2018-01-01,TRUE
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,3/12/2019,5/7/2018,3/12/2022,2018,5/7/2018,P00001,HR00111890001,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82861163111,01,524980505,CEDAR RAPIDS,USA,UNITED STATES,113,LINN,NA,CEDAR RAPIDS,IA,"CYBER ASSURED SYSTEMS ENGINEERING (CASE) TA2/TA5, THE PURPOSE OF THIS MODIFICATION IS TO PROVIDE FY18 FUNDING TO THE AGREEMENT AND TO UPDATE THE DCMA ADMINISTRATIVE AGREEMENTS OFFICE.",AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,5/8/2018,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,5/8/2018,C,FUNDING ONLY ACTION,13499,,USA,,"ROCKWELL COLLINS, INC.",ROCKWELL COLLINS  INC.,NA,QJ58YL55YKF3,NA,J4Q3HP6NHK47,CEDAR RAPIDS,UNITED STATES,400 COLLINS RD NE,,NA,IOWA,524980505,01,3192655467,$0.00,$0.00,2210284,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,2355434.5446398305,2018-01-01,TRUE
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,3/12/2019,10/10/2018,3/12/2020,2019,10/10/2020,P00002,HR00111890001,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82862226111,01,524980505,CEDAR RAPIDS,USA,UNITED STATES,113,LINN,NA,CEDAR RAPIDS,IA,"CYBER ASSURED SYSTEMS ENGINEERING (CASE) TA2/TA5, THE PURPOSE OF THIS MODIFICATION IS TO REPLACE THE CURRENT ATTACHMENT 6 DD 254.",AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,10/11/2018,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,10/11/2018,M,OTHER ADMINISTRATIVE ACTION,13499,,USA,,"ROCKWELL COLLINS, INC.",ROCKWELL COLLINS  INC.,NA,QJ58YL55YKF3,NA,J4Q3HP6NHK47,CEDAR RAPIDS,UNITED STATES,400 COLLINS RD NE,,NA,IOWA,524980505,01,3192638129,$0.00,$0.00,0,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,0,2019-01-01,TRUE
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,9/13/2019,10/26/2020,9/13/2019,2021,12/14/2018,ARZ999,W909MY199A004,9700,NA,,,NA,NA,21,,2040,,9763,9700,DEPT OF DEFENSE,S2206A,DCMA BOSTON,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2111~~~~~~,NA,,,,,,,,,,NA,NA,NA,2100,DEPT OF THE ARMY,9700,DEPT OF DEFENSE,W26AAN,W4G8 DIR NIGHT VISION,95169505000,02,038112190,ATKINSON,USA,UNITED STATES,15,ROCKINGHAM,NA,ATKINSON,NH,R&D OTHER RESEARCH AND DEVELOPMENT (ENGINEERING),AZ14,KIMBERLY.LICENCE@DCMA.MIL,2/22/2021,OTHER TRANSACTION IDV,,N,,WP,KIMBERLY.LICENCE@DCMA.MIL,11/2/2021,KIMBERLY.LICENCE@DCMA.MIL,2/22/2021,W,ENTITY ADDRESS CHANGE,56BU6,,USA,,"SOSSEC, INC.",SOSSEC  INC.,NA,YFZ6F2Y7GLM3,NA,YFZ6F2Y7GLM3,SALEM,UNITED STATES,11 RED ROOF LN STE 2A,,NA,NEW HAMPSHIRE,030792986,02,6034585529,$0.00,$0.00,0,$0.00,1,1,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),Defense,Other DoD,Other DoD,Other DoD,R&D- OTHER RESEARCH AND DEVELOPMENT (ENGINEERING DEVELOPMENT),R&D,R&D,Advanced Component Development & Prototypes (6.4),R&D,0,2021-01-01,TRUE
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,6/30/2020,7/1/2019,6/30/2020,2019,7/1/2019,0,W15QKN199X006,9700,NA,0,,NA,NA,NA,,,,2100,9700,DEPT OF DEFENSE,W15QKN,W6QK ACC-PICA,NO REGION IDENTIFIED,AMC,ORG-2877,AMC,~ORG-1144~ORG-2398~ORG-2877~ORG-4323~ORG-5722~ORG-5724~~,NA,ACC,ORG-4323,ACC,ACC-CTRS,ORG-5722,ACC-CTRS,ACC-NJ,ORG-5724,ACC-NJ,NA,NA,NA,97AD,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,9700,DEPT OF DEFENSE,HQ0795,CHIEF OPERATING OFFICER,85287428111,18,940431821,MOUNTAIN VIEW,USA,UNITED STATES,85,SANTA CLARA,NA,MOUNTAIN VIEW,CA,10 USC 2373 PROCUREMENT OF APOLLO CONSTELLATION ENGINE THRUSTER,1675,TINA.PITTENGER@SU2100.JM,9/24/2019,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,6/25/2021,TINA.PITTENGER@SU2100.JM,7/16/2019,,,7VK21,,USA,,APOLLO FUSION INC,APOLLO FUSION INC,NA,M9TBLNKQG7J7,NA,M9TBLNKQG7J7,MOUNTAIN VIEW,UNITED STATES,1049 LINDA VISTA AVE,,NA,CALIFORNIA,94043,14,6504308270,"$959,999.00","$959,999.00",959999,$0.00,1,1,DEPT OF THE ARMY,Defense,Army,Army,Army,Space Vehicle Component,Products,Missiles & Space,Missiles & Space,Missiles & Space,1005332.0448118722,2019-01-01,TRUE
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,6/30/2020,7/1/2019,6/30/2020,2019,7/1/2019,0,W15QKN199X006,9700,NA,,,NA,NA,NA,,,,2100,9700,DEPT OF DEFENSE,W15QKN,W6QK ACC-PICA,NO REGION IDENTIFIED,AMC,ORG-2877,AMC,~ORG-1144~ORG-2398~ORG-2877~ORG-4323~ORG-5722~ORG-5724~~,NA,ACC,ORG-4323,ACC,ACC-CTRS,ORG-5722,ACC-CTRS,ACC-NJ,ORG-5724,ACC-NJ,NA,NA,NA,5700,DEPT OF THE AIR FORCE,9700,DEPT OF DEFENSE,FA8814,FA8814  SPACE DEV TEST  PLAN PKT LA,97689580000,18,940431821,MOUNTAIN VIEW,USA,UNITED STATES,85,SANTA CLARA,NA,MOUNTAIN VIEW,CA,IGF::OT::IGF 10 USC 2373 PROCUREMENT OF APOLLO CONSTELLATION ENGINE THRUSTER.,1675,NORMAN.BONANO.W15QKN@PICA.ARMY.MIL,6/29/2021,OTHER TRANSACTION IDV,,N,,BS,NORMAN.BONANO.W15QKN@PICA.ARMY.MIL,6/29/2021,NORMAN.BONANO.W15QKN@PICA.ARMY.MIL,6/29/2021,,,7VK21,,USA,,"APOLLO FUSION, INC.",APOLLO FUSION INC,NA,M9TBLNKQG7J7,NA,M9TBLNKQG7J7,MOUNTAIN VIEW,UNITED STATES,1049 LINDA VISTA AVE,,NA,CALIFORNIA,940431821,18,6504308270,"$959,999.99","$959,999.99",959999.99,$0.00,1,1,DEPT OF THE ARMY,Defense,Army,Army,Army,Space Vehicle Component,Products,Missiles & Space,Missiles & Space,Missiles & Space,1005333.0815616234,2019-01-01,TRUE
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,8/15/2020,2/14/2019,2/15/2021,2019,2/15/2019,P00003,HR00111890001,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82862664111,01,524980505,CEDAR RAPIDS,USA,UNITED STATES,113,LINN,NA,CEDAR RAPIDS,IA,CYBER ASSURED SYSTEMS ENGINEERING (CASE) TA2/TA5,AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,2/18/2019,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,2/18/2019,G,EXERCISE AN OPTION,13499,,USA,,"ROCKWELL COLLINS, INC.",ROCKWELL COLLINS  INC.,NA,PPLZG8J3N9D4,NA,J4Q3HP6NHK47,CEDAR RAPIDS,UNITED STATES,400 COLLINS RD NE,,NA,IOWA,524980505,01,3192638129,$0.00,"$4,058,680.00",4058680,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,4250338.868724915,2019-01-01,TRUE
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,8/15/2020,4/16/2019,2/15/2021,2019,4/16/2019,ARZ999,HR00111890001,9700,NA,0,,NA,NA,97,,0400,,9763,9700,DEPT OF DEFENSE,S2401A,DCMA TWIN CITIES,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2111~~~~~~,NA,,,,,,,,,,NA,NA,NA,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,84318341111,01,524980505,CEDAR RAPIDS,USA,UNITED STATES,113,LINN,NA,CEDAR RAPIDS,IA,CYBER ASSURED SYSTEMS ENGINEERING (CASE) TA2/TA5.,AD92,SARAHMUSSMAN@DCMA.MIL,8/23/2019,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,5/29/2020,SARAHMUSSMAN@DCMA.MIL,8/23/2019,M,OTHER ADMINISTRATIVE ACTION,13499,,USA,,"ROCKWELL COLLINS, INC.",ROCKWELL COLLINS  INC.,NA,PPLZG8J3N9D4,NA,J4Q3HP6NHK47,CEDAR RAPIDS,UNITED STATES,400 COLLINS RD NE,,NA,IOWA,524980505,01,3192655467,$0.00,$0.00,0,$0.00,1,1,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,0,2019-01-01,TRUE
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,8/15/2020,5/20/2019,2/15/2021,2019,5/20/2019,P00004,HR00111890001,9700,NA,,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,,,NA,,,,82862901111,01,524980505,CEDAR RAPIDS,USA,UNITED STATES,113,LINN,NA,CEDAR RAPIDS,IA,CYBER ASSURED SYSTEMS ENGINEERING (CASE) TA2/TA5,AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,5/21/2019,OTHER TRANSACTION AGREEMENT,,N,,WP,FPDSADMIN,7/12/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,5/21/2019,M,OTHER ADMINISTRATIVE ACTION,13499,,USA,,"ROCKWELL COLLINS, INC.",ROCKWELL COLLINS  INC.,NA,PPLZG8J3N9D4,NA,J4Q3HP6NHK47,CEDAR RAPIDS,UNITED STATES,400 COLLINS RD NE,,NA,IOWA,524980505,01,3192638129,$0.00,$0.00,0,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,0,2019-01-01,TRUE
NA,H,COMPETED,NSP,NONTRADITIONAL SIGNIFICANT PARTICIPATION,BROAD AGENCY ANNOUNCEMENT,PROTOTYPE,8/15/2020,12/13/2019,2/15/2021,2020,3/12/2018,P00005,HR00111890001,9700,NA,0,,NA,NA,97,,0400,,97AE,9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,NO REGION IDENTIFIED,,,,~ORG-1144~ORG-2114~~~~~~,NA,,,,,,,,,,NA,NA,NA,97AE,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),9700,DEPT OF DEFENSE,HR0011,DEF ADVANCED RESEARCH PROJECTS AGCY,87347179111,01,524980505,CEDAR RAPIDS,USA,UNITED STATES,113,LINN,NA,CEDAR RAPIDS,IA,CYBER ASSURED SYSTEMS ENGINEERING (CASE) TA2/TA5,AD92,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,12/23/2019,OTHER TRANSACTION AGREEMENT,,N,,WP,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,12/23/2019,JOSEPH.STEINBERGER.HR0011@SA97AE.DARPA,12/23/2019,C,FUNDING ONLY ACTION,13499,,USA,,"ROCKWELL COLLINS, INC.",ROCKWELL COLLINS  INC.,NA,PPLZG8J3N9D4,NA,J4Q3HP6NHK47,CEDAR RAPIDS,UNITED STATES,400 COLLINS RD NE,,NA,IOWA,524980505,01,3192655467,$0.00,"$854,458.00",854458,$0.00,1,1,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),Defense,Other DoD,Other DoD,Other DoD,OTHER DEFENSE (APPLIED/EXPLORATORY),R&D,R&D,Applied Research (6.2),R&D,877001.6636559124,2020-01-01,TRUE
