CSIStransactionID	descriptionofcontractrequirement	recipient_uei	recipient_parent_uei	parentdunsnumber	vendorname	standardizedvendorname	principalnaicscode
14037881	ADMINISTRATIVE CHANGE	MK5ANJVWVZK7	NULL	181947730	TDA RESEARCH INCORPORATED	TDA RESEARCH	541710
24898693		MK5ANJVWVZK7	NULL	181947730	"TDA RESEARCH, INC"	TDA RESEARCH	541710
94333499	EXHAUST GAS TEMPERATURE SENSING USING THERMALLY LUMINESCENT COMPOUNDS	MK5ANJVWVZK7	NULL	181947730	"TDA RESEARCH, INC."	TDA RESEARCH	541715
110550047	COVID-19 2020 EXHAUST GAS TEMPERATURE SENSING USING THERMALLY LUMINESCENT COMPOUNDS	MK5ANJVWVZK7	MK5ANJVWVZK7	181947730	"TDA RESEARCH, INC."	TDA RESEARCH	541715
15996050	SBIR I	KMHMG27SJVX7	NULL	182097444	"NAVSYS CORPORATION, THE"	NAVSYS CORPORATION	541711
18734272		NULL	NULL	183252501	"CREE, INC."	CREE	
4217711	SBIR PHASE II	NULL	NULL	183365410	ALTEX TECHNOLOGIES CORPORATION	ALTEX TECHNOLOGIES	541712
11857561	SBIR I - OSD08-UM1 LIQUID ATOMIZING FUEL INJECTOR	NULL	NULL	184629491	"BUSEK CO., INC."	BUSEK CO	541712
17642757	LIQUID ATOMIZING FUEL INJECTOR FOR HEAVY FUEL INTERNAL	NULL	NULL	184629491	"BUSEK CO., INC."	BUSEK CO	541712
29405344	LIQUID ATOMIZING FUEL INJECTOR FOR HEAVY FUEL INTERNAL	NULL	NULL	184629491	"BUSEK CO., INC."	BUSEK CO	541712
11831808	SBIR II ADD WORK EXTENSION	NULL	NULL	184629491	"BUSEK CO., INC."	BUSEK CO	541712
2350983	LIQUID ATOMIZING FUEL INJECTOR FOR HEAVY FUEL INTERNAL	NULL	NULL	184629491	"BUSEK CO., INC."	BUSEK CO	541712
27708056		NULL	NULL	184629491	BUSEK CO  INC	BUSEK CO	541710
10430144		NULL	NULL	184629491	BUSEK CO  INC	BUSEK CO	541710
2054788		NULL	NULL	184629491	BUSEK CO  INC	BUSEK CO	541710
1317774		NULL	NULL	184629491	BUSEK CO  INC	BUSEK CO	541710
39718373	IGF::OT::IGF NON-FLAMMABLE IONIC LIQUID ELECTROLYTES FOR LI-ION BATTERIES SBIR I	NULL	NULL	962340746	LYNNTECH INC.	LYNNTECH	541711
21779716		NULL	NULL	962340746	"LYNNTECH, INC"	LYNNTECH	541710
79491295	SBIR I FAST-ACTIVATING SOLID CATHODE LITHIUM RESERVE BATTERIES	NULL	NULL	962340746	LYNNTECH INC.	LYNNTECH	541715
26325772	PROBABILISTIC METHODOLOGY FOR ESTABLISHING TEST REQUIREMENTS IN A GAS TURBINE SYSTEM DEVELOPMENT AND DEMONSTRATION PROGR	V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
27143183	RD	V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
5327379	ENHANCED ULTRA COMPACT COMBUSTION USING ELECTROSTATIC CHRGNG	V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
15675695	ENHANCED ULTRA COMPACT COMBUSTION USING ELECTROSTATIC CHRGNG	V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
30496048	NO COST TIME EXTENSION	V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541712
31894838	ENHANCED ULTRA COMPACT COMBUSTION USING ELECTROSTATIC CHRGNG	V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541712
3091219	ADD INCREMENTAL FUNDING AND FULLY FUND THE CONTRACT	V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
16277766	ENHANCED ULTRA COMPACT COMBUSTION USING ELECTROSTATIC CHRGNG	V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
15371696	CDRL CHANGE	V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
21135722	INCREASE IN FUNDING	V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
3820966	PROBABILISTIC METHODOLOGY FOR ESTABLISHING TEST REQUIREMENTS IN A GAS TURBINE SYSTEM DEVELOPMENT AND DEMONSTRATION PROGR	V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541712
20086007	PROBABILISTIC METHODOLOGY FOR ESTABLISHING TEST REQUIREMENTS IN A GAS TURBINE SYSTEM DEVELOPMENT AND DEMONSTRATION PROGR	V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541711
17434390		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
24413521		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
10755771		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
11308723		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
1789881		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
39299494	200607!008628!5700!FA8650!DET 1 AFRL/PK                   !FA865006C2615  !A!N! !Y!             !      !20060424!20080821!185169620!185169620!185169620!N!CFD RESEARCH CORPORATION      !215 WYNN DR NW FL 5       !HUNTSVILLE          !AL!35805!37000!089!01!HUNTSVILLE          !MADISON               !ALABAMA   !+000000375000!N!N!000000749891!AC11!RDTE/AIRCRAFT-BASIC RESEARCH                      !A1B!AIRCRAFT ENGINES AND SPARES         !000 !NOT DISCERNABLE               !541710!E! !3! ! ! ! ! !99990909!B! ! !N!Z!A!N!U!2!061!K!  !Z!N!Z! !  !N!B!Y!N! ! !Z! !B!A!000!C!B!N! ! ! ! !    !      !0001! !	V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
33952141		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
28801374	PROBABILISTIC METHODOLOGY FOR ESTABLISHING TEST REQUIREMENTS IN A GAS TURBINE SYSTEM DEVELOPMENT AND DEMONSTRATION PROGR	V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
30195291		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
542526		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
9983375		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
9198975		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
4810748		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
7862716		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	
3837592		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
2646581		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
1650184		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	
22301957		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
11412735		V3KCP1HNFM33	NULL	185169620	CFD RESEARCH CORPORATION	CFD RESEARCH	541710
20957932		CA6KHVAFESK4	NULL	185904497	AMERICAN SUPERCONDUCTOR CORPOR	AMERICAN SUPERCONDUCTOR	
20497546		NULL	NULL	187496567	"INTEGRATED SENSORS, INC"	INTEGRATED SENSORS	
94333537	IGF::OT::IGF  DRONE AIRCRAFT NEW CER (DANCER)	YAPUZLNJ1856	NULL	187594788	"NOKOMIS, INC"	NOKOMIS	541715
65092948	IGF::OT::IGF SILICA PARTICLE INGESTION DAMAGE MODEL AND SENSORS FOR TURBOMACHINERY	NULL	NULL	188465819	"METROLASER, INCORPORATED"	METROLASER	541712
26924735	SBIR II IMAGING SENSOR - NO-COST TIME EXTENSION	NULL	NULL	188465819	"METROLASER, INCORPORATED"	METROLASER	541712
16447345	SBIR II NO-COST TIME EXTENSION	NULL	NULL	188465819	"METROLASER, INCORPORATED"	METROLASER	541712
14813715	SBIR II EXTENSION	NULL	NULL	188465819	"METROLASER, INCORPORATED"	METROLASER	541712
21891973	RD	NULL	NULL	188465819	"METROLASER, INC"	METROLASER	541710
16187488	INCREMENTAL FUNDING	NULL	NULL	188465819	"METROLASER, INCORPORATED"	METROLASER	541712
12333995	TBC LIFING TECHNOLOGY SOLID LUMINESCENCE SENSORS	NULL	NULL	188465819	METROLASER INCORPORATED	METROLASER	541710
270258	TBC LIFING TECHNOLOGY SOLID LUMINESCENCE SENSORS	NULL	NULL	188465819	METROLASER INCORPORATED	METROLASER	541710
30288925	EXTEND THE PERIOD OF PERFORMANCE	NULL	NULL	188465819	"METROLASER, INC"	METROLASER	541710
26416231	THERMAL BARRIER COATING (TBC) LIFING TECHNOLOGY USING SOLID	NULL	NULL	188465819	METROLASER INCORPORATED	METROLASER	541710
14599621	THERMAL BARRIER COATING LIFING TECHNOLOGY USING SOLID SOL	NULL	NULL	188465819	METROLASER INCORPORATED	METROLASER	541710
11867629	TBC LIFING TECHNOLOGY USING SOLID SOLUTION	NULL	NULL	188465819	METROLASER INCORPORATED	METROLASER	541710
25601927	TBC LIFING TECHNOLOGY SOLID LUMINESCENCE SENSORS	NULL	NULL	188465819	METROLASER INCORPORATED	METROLASER	541712
27272246	NCTE	NULL	NULL	188465819	"METROLASER, INC"	METROLASER	541712
21844419	SBIR II INCREMENTAL FUNDING	NULL	NULL	188465819	"METROLASER, INCORPORATED"	METROLASER	541712
25064865	NCTE	NULL	NULL	188465819	"METROLASER, INC"	METROLASER	541710
15013269	DEOBLIGATE ACRN AC AND OBLIGATE ACRN AB FUNDS.	NULL	NULL	188465819	"METROLASER, INCORPORATED"	METROLASER	541712
6833741		NULL	NULL	188465819	"METROLASER, INC"	METROLASER	541710
11055252		NULL	NULL	188465819	"METROLASER, INC"	METROLASER	541710
43736599	IGF::OT::IGF -SILICA PARTICLE INGESTION DAMAGE MODEL AND SENSORS FOR TURBOMACHINERY- SBIR II	NULL	NULL	188465819	"METROLASER, INCORPORATED"	METROLASER	541712
33390942	TBC LIFING TECHNOLOGY USING SOLID SOLUTION LUMINESCENCE	NULL	NULL	188465819	METROLASER INCORPORATED	METROLASER	541710
12555935	TBC LIFING TECHNOLOGY SOLID LUMINESCENCE SENSORS	NULL	NULL	188465819	METROLASER INCORPORATED	METROLASER	541710
25187479		NULL	NULL	188465819	"METROLASER, INC"	METROLASER	541710
26495884		NULL	NULL	188465819	METROLASER INC	METROLASER	
37609392	"IGF::OT::IGF - SBIR I, SILICA PARTICLE INGESTION DAMAGE MODEL AND SENSORS FOR TURBOMACHINERY"	NULL	NULL	188465819	"METROLASER, INCORPORATED"	METROLASER	541712
68323092	IGF::OT::IGF SILICA PARTICLE INGESTION DAMAGE MODEL AND SENSORS FOR TURBOMACHINERY	NULL	NULL	188465819	"METROLASER, INCORPORATED"	METROLASER	541712
22782972	SBIR I -- F073-055-1105 - IMPROVED DAMPING MODELING	NULL	NULL	191452825	DESIGN IMAGING AND CONTROL INCORPORATED	DESIGN IMAGING & CONTROL	541712
40296137	IGF::OT::IGF SBIR I ABRASION RESISTANT COATING FOR COMPOSITE SUBSTRATES	H29BSG5KRN89	NULL	192359615	"NANOSPERSE, LLC"	NANOSPERSE	541711
34851526	IGF::OT::IGF BEARING ANALYTICAL SOFTWARE DEVELOPMENT	NULL	NULL	194358933	WEDEVEN ASSOCIATES INC	WEDEVEN ASSOCIATES	541711
354464		NULL	NULL	194358933	WEDEVEN ASSOCIATES INC	WEDEVEN ASSOCIATES	541710
9291598		NULL	NULL	194358933	WEDEVEN ASSOCIATES INC	WEDEVEN ASSOCIATES	541710
5017907		NULL	NULL	194358933	WEDEVEN ASSOCIATES INC	WEDEVEN ASSOCIATES	541710
31295182		NULL	NULL	194358933	WEDEVEN ASSOCIATES INC	WEDEVEN ASSOCIATES	541710
20677149		NULL	NULL	194358933	WEDEVEN ASSOCIATES INC	WEDEVEN ASSOCIATES	541710
11983064		NULL	NULL	194358933	WEDEVEN ASSOCIATES INC	WEDEVEN ASSOCIATES	541710
31031095		NULL	NULL	194358933	WEDEVEN ASSOCIATES INC	WEDEVEN ASSOCIATES	541710
30634301		NULL	NULL	194358933	WEDEVEN ASSOCIATES INC	WEDEVEN ASSOCIATES	541710
6719729	GAS TURBINE ENGINE OIL ADDITIVES FOR ADVANCED BEARINGS	NULL	NULL	194358933	WEDEVEN ASSOCIATES INC	WEDEVEN ASSOCIATES	541710
24562505	BEARING FAILURE ANALYSIS AND FEASIBILITY STUDY.	NULL	NULL	194358933	WEDEVEN ASSOCIATES INC	WEDEVEN ASSOCIATES	541710
26403893	GAS TURBINE ENGINE OIL ADDITIVES FOR ADVANCED BEARINGS	NULL	NULL	194358933	WEDEVEN ASSOCIATES INC	WEDEVEN ASSOCIATES	541710
67769962	IGF::OT::IGF USV BASED TELEMETRY COLLECTION SYSTEM	J7BNBXH8BGF9	NULL	194646782	ACCURATE AUTOMATION CORPORATION	ACCURATE AUTOMATION	541711
16600699		J7BNBXH8BGF9	NULL	194646782	ACCURATE AUTOMATION CORPORATIO	ACCURATE AUTOMATION	541710
25048884		J7BNBXH8BGF9	NULL	194646782	ACCURATE AUTOMATION CORPORATIO	ACCURATE AUTOMATION	
12203923		J7BNBXH8BGF9	NULL	194646782	ACCURATE AUTOMATION CORPORATIO	ACCURATE AUTOMATION	541710
4645087		NULL	NULL	194892907	PROPULSIONRESEARCH INCORPORATE	PROPULSIONRESEARCH	
835152	INCREMENTAL FUNDING	WSGWEXFK2SH3	NULL	194937939	MITEK ANALYTICS LLC	MITEK ANALYTICS	541712
27740760	INCREMENTAL FUNDING	WSGWEXFK2SH3	NULL	194937939	MITEK ANALYTICS LLC	MITEK ANALYTICS	541712
30876999	SBIR II:  MIXED DATA FUSION FOR TURBINE PROPULSION PHM	WSGWEXFK2SH3	NULL	194937939	MITEK ANALYTICS LLC	MITEK ANALYTICS	541712
31066738	SBIR II:  MIXED DATA FUSION FOR TURBINE PROPULSION PHM	WSGWEXFK2SH3	NULL	194937939	MITEK ANALYTICS LLC	MITEK ANALYTICS	541712
33736796	SBIR II NO-COST TIME EXTENSION	WSGWEXFK2SH3	NULL	194937939	MITEK ANALYTICS LLC	MITEK ANALYTICS	541712
30566545	PAPER TRANSFER OF HARDWARE/EQUIPMENT	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541710
62834161	IGF::OT::IGF CATALYTIC N20 DECOMPOSITION FOR PILOTED SCRAMJET	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
60702376	IGF::OT::IGF CATALYTIC NH20 DECOMPOSITION FOR PILOTED SCRAMJ	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
64896097	IGF::OT::IGF CATALYTIC N20 DECOMPOSITION FOR PILOTED SCRAMJE	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
63598711	IGF::OT::IGF AN ADVANCED ENDOTHERMIC FUEL SYSTEM FOR HYPERSONIC PROPULSIO	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, INC"	REACTION SYSTEMS	541712
61255741	IGF::OT::IGF ADV ENDOTHERMIC FUEL SYS FOR HYPERSONIC PROP ADDWORK	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, INC"	REACTION SYSTEMS	541712
92772056	IGF::OT::IGF AN ADVANCED ENDOTHERMIC FUEL SYSTEMS FOR HYPERSONIC PROP-IF	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, INC"	REACTION SYSTEMS	541712
92714166	IGF::OT::IGF  N20 DECOMPOSITION FOR PILOTED SCRAMJET IGNITION ADD WORK	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
92772053	IGF::OT::IGF  AN ADVANCED ENDOTHERMIC FUEL SYSTEMS FOR HYPERSONIC PROP	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, INC"	REACTION SYSTEMS	541712
92772057	AN ADVANCED ENDOTHERMIC FUEL SYSTEMS FOR HYPERSONIC PROPULSION. NCTE	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, INC"	REACTION SYSTEMS	541712
86499240	CATALYTIC N20 DECOMPOSITION FOR PILOTED SCRAMJET IGNITION	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
4612575	SBIR PHASE 1	RSALD9ULYWG3	NULL	196231166	REACTION SYSTEMS LLC	REACTION SYSTEMS	541711
77179843	ADVANCED ENDOTHERMIC FUEL SYSTEMS FOR HYPERSONIC PROPULSION	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, INC"	REACTION SYSTEMS	541712
31474429	NO COST PERIOD OF PERFORMANCE EXTENSION	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
26752315	AUTHORIZATION OF YEAR 2 TASKS AND COMPLETION OF FUNDING	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541710
35642174	IGF::OT::IGF AN ADVANCED ENDOTHERMIC FUEL SYSTEM FOR HYPERSONIC PROPULSIO	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
40861462	SBIR PHASE 1	RSALD9ULYWG3	NULL	196231166	REACTION SYSTEMS LLC	REACTION SYSTEMS	541711
40463856	IGF::OT::IGF CATALYTIC N20 DECOMPOSITION FOR PILOTED SCRAMJET IGNITION	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
20341723		RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541710
39423524	IGF::OT::IGF AN ADVANCED ENDOTHERMIC FUEL SYSTEM FOR HYPERSONIC PROPULSIO	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
41790891	IGF::OT::IGF CATALYTIC N20 DECOMPOSITION FOR PILOTED SCRAMJE	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
41790890	IGF::OT::IGF CATALYTIC N20 DECOMPOSITION FOR PILOTED SCRAMJET IGNITION	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
42070215	IGF::OT::IGF AN ADVANCED ENDOTHERMIC FUEL SYSTEMS	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, INC"	REACTION SYSTEMS	541712
41795695	IGF::OT::IGF CATALYTIC N20 DECOMPOSITION FOR PILOTED SCRAMJET IGNITION DE-0B	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
36530635	IGF::OT::IGF CATALYTIC N20 DECOMPOSITION FOR PILOTED SCRAMJET IGNITION	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
70925759	IGF::OT::IGF  CATALYTIC N2O DECOMPOSITION - NCTE	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
37603545	IGF::OT::IGF CATALYTIC N20 DECOMPOSITION FOR PILOTED SCRAMJET IGNITION	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
68077263	IGF::OT::IGF CATALYTIC N20 DECOMPOSITION FOR PILOTED SCRAMJET IGNITION	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
37624253	"200609!008931!5700!FA8650!DET 1 AFRL/PK                   !FA865006C2660  !A!N! !Y!             !      !20060621!20080930!196231166!196231166!196231166!N!REACTION SYSTEMS, LLC         !1814 19TH ST              !GOLDEN              !CO!80401!30835!059!08!GOLDEN              !JEFFERSON             !COLORADO  !+000000375000!N!N!000000750000!AC11!RDTE/AIRCRAFT-BASIC RESEARCH                      !A1B!AIRCRAFT ENGINES AND SPARES         !000 !NOT DISCERNABLE               !541710!E! !3! ! ! ! ! !99990909!B!F!N!B! !A!N!U!2!004!K!  !Z!N!Z! !  !N!B!N!N! ! !Z! !B!A!000!C!B!N! ! ! ! !    !      !0001! !"	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541710
68865971	IGF::OT::IGF N20 DECOMPOSITION FOR PILOTED SCRAMJET IGNITION -NCTE	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
67086752	IGF::OT::IGF AN ADVANCED ENDOTHERMIC FUEL SYSTEM FOR HYPERSONIC PROPULSION	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, INC"	REACTION SYSTEMS	541712
39524573	IGF::OT::IGF  AN ADVANCED ENDOTHERMIC FUEL SYSTEM FOR HYPERSONIC PROPULSION	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, INC"	REACTION SYSTEMS	541712
77147730	N2O DECOMPOSITION FOR PILOTED SCRAMJET IGNITION	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
92714167	IGF::OT::IGF CATALYTIC N20 DECOMP FOR SCRAMJET IGNITION	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
92772055	IGF::OT::IGF  AN ADVANCED ENDOTHERMIC FUEL SYSTEM FOR HYPERS - IF	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, INC"	REACTION SYSTEMS	541712
92772054	IGF::OT::IGF AN ADVANCED ENDOTHERMIC FUEL SYSTEMS FOR HYPERSONIC	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, INC"	REACTION SYSTEMS	541712
92714168	IGF::OT::IGF  CATALYTIC N20 DECOMP FOR SCRAMJET IGNITITION - IF	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, LLC"	REACTION SYSTEMS	541712
92772052	IGF::OT::IGF TECHNOLOGY FOR SUSTAINED SUPERSONIC COMBUSTION	RSALD9ULYWG3	NULL	196231166	"REACTION SYSTEMS, INC"	REACTION SYSTEMS	541712
43738504	IGF::OT::IGF SBIR I -- ATMOSPHERIC PLASMA	DAGFJ4HGPKC7	NULL	196418052	A P SOLUTIONS INC	AP SOLUTIONS	541712
43738066	IGF::OT::IGF SBIR I SURFACE TREATMENT -- AMEND DELIVERY	DAGFJ4HGPKC7	NULL	196418052	A P SOLUTIONS INC	AP SOLUTIONS	541712
32095730		NULL	NULL	196558506	"ASSEMBLY GUIDANCE SYSTEMS, INC"	ASSEMBLY GUIDANCE SYSTEMS	541710
59688	"200309!000063!5700!GR06  !AFRL/PRKA AEROSPACE POWER FUELS !F3361501D2114  !A!N! !N!0003               !20030331!20060705!196694640!196694640!196694640!N!ADVANCED PROJECTS RESEARCH, IN!1925 MCKINLEY AVE STE B   !LA VERNE            !CA!91750!40830!037!06!LA VERNE            !LOS ANGELES           !CALIFORNIA!+000002383498!N!N!000000000000!AC12!RDTE/AIRCRAFT-APPLIED RESEARCH                    !A1B!AIRCRAFT ENGINES AND SPARES   !3000!NOT DISCERNABLE OR CLASSIFIED !541710!E! !5!B!S! ! ! !99990909!B! ! !N!Z!A!N!U!2!001!K!  !Z!Y!Z!  !  !N!B!Y!N! ! !Z! !B!A!000!D!B!N! ! ! ! !    !      !0001! !"	NULL	NULL	196694640	"ADVANCED PROJECTS RESEARCH, IN"	ADVANCED PROJECTS RESEARCH	541710
62285869	"200210!002009!5700!GR06  !AFRL/PRKA AEROSPACE POWER FUELS !F3361501D2114  !A!N! !N!0002               !20020710!20041117!196694640!196694640!196694640!N!ADVANCED PROJECTS RESEARCH, IN!1925 MCKINLEY AVE STE B   !LA VERNE            !CA!91750!40830!037!06!LA VERNE            !LOS ANGELES           !CALIFORNIA!+000002505219!N!N!000000000000!AC12!RDTE/AIRCRAFT-APPLIED RESEARCH                    !A1B!AIRCRAFT ENGINES AND SPARES   !3000!NOT DISCERNABLE OR CLASSIFIED !541710!E! !5!B!S! ! ! !99990909!B! ! !N!Z!A!N!U!2!001!K!  !Z!Y!Z!  !  !N!B!Y!N! ! !Z! !B!A!000!D!B!N! ! ! ! !    !      !0001!"	NULL	NULL	196694640	"ADVANCED PROJECTS RESEARCH, IN"	ADVANCED PROJECTS RESEARCH	541710
29073637	"200407!000157!5700!GR06  !AFRL/PRKA AEROSPACE POWER FUELS !F3361501D2114  !A!N! !N!0004         !01    !20040430!20070822!196694640!196694640!196694640!N!ADVANCED PROJECTS RESEARCH, IN!1925 MCKINLEY AVE STE B   !LA VERNE            !CA!91750!40830!037!06!LA VERNE            !LOS ANGELES           !CALIFORNIA!+000001375000!N!N!000000000000!AC12!RDTE/AIRCRAFT-APPLIED RESEARCH                    !A1B!AIRCRAFT ENGINES AND SPARES         !000 !*                             !541710!E! !5!B!S!C! ! !99990909!B!A!N!A! !A!N!U!2!001!K!  !Z!Y!Z! !  !N!B!Y!N! ! !Z! !B!A!00 !D!B!N! ! ! ! !    !      !0001! !"	NULL	NULL	196694640	"ADVANCED PROJECTS RESEARCH, IN"	ADVANCED PROJECTS RESEARCH	541710
27964137	"200407!000146!5700!GR06  !AFRL/PRKA AEROSPACE POWER FUELS !F3361501D2114  !A!N! !N!0004         !      !20040423!20070822!196694640!196694640!196694640!N!ADVANCED PROJECTS RESEARCH, IN!1925 MCKINLEY AVE STE B   !LA VERNE            !CA!91750!40830!037!06!LA VERNE            !LOS ANGELES           !CALIFORNIA!+000001000000!N!N!000000000000!AC12!RDTE/AIRCRAFT-APPLIED RESEARCH                    !A1B!AIRCRAFT ENGINES AND SPARES         !000 !*                             !541710!E! !5!B!S! ! ! !99990909!B!A!N!A! !A!N!U!2!001!K!  !Z!Y!Z! !  !N!B!Y!N! ! !Z! !B!A!00 !D!B!N! ! ! ! !    !      !0001! !"	NULL	NULL	196694640	"ADVANCED PROJECTS RESEARCH, IN"	ADVANCED PROJECTS RESEARCH	541710
2347996	"200610!009046!5700!FA8650!DET 1 AFRL/PK                   !F3361501D2114  !A!N! !Y!0005         !      !20060726!20081128!196694640!196694640!196694640!N!ADVANCED PROJECTS RESEARCH, IN!1925 MCKINLEY AVE STE B   !LA VERNE            !CA!91750!40830!037!06!LA VERNE            !LOS ANGELES           !CALIFORNIA!+000001999989!N!N!000000000000!AC12!RDTE/AIRCRAFT-APPLIED RESEARCH                    !A1B!AIRCRAFT ENGINES AND SPARES         !000 !NOT DISCERNABLE               !541710!E! !4! !S! ! ! !99990909!B!A!N!A! !A!N!U!2!002!K!  !Z!Y!Z! !  !N!B!Y!N! ! !Z! !B!A!000!D!B!N! ! ! ! !    !      !0001! !"	NULL	NULL	196694640	"ADVANCED PROJECTS RESEARCH, IN"	ADVANCED PROJECTS RESEARCH	541710
