Line#,Type,PE#,Project#,PE/Project/Accomplishments/Planned Programs Title,BA#,Description,Prior Years,FY 2019,FY 2020,FY 2021 Base,FY 2021 OCO,FY 2021 Total,FY 2022,FY 2023,FY 2024,FY 2025,Program Element Name,Organization,Notes
223,Project,0205633N,1355,Propulsion and Power Component Improvement Program,7,"The Propulsion and Power (P&P) Component Improvement Program (CIP) provides the only source of critical design and development engineering support to resolve safety, reliability  and maintainability deficiencies of in-service Navy and Marine Corps aircraft propulsion systems. The highest priority issues P&P CIP addresses concern safety-of-flight deficiencies, which account for approximately 80% of P&P CIP efforts. The program also corrects service-revealed deficiencies, improves Operational Readiness and Reliability and Maintainability, and reduces platform Life Cycle Cost. Budgets are allocated across platform-specific teams and multi-platform product support teams based upon long term strategies to achieve  safety and affordable readiness goals; the R-3 exhibit details annual portions of those long-term strategies. P&P CIP tasks have reduced the rate of in-flight aborts, safety incidents, non-mission capable rates, scheduled and unscheduled engine removals, maintenance work hours, and overall cost of ownership. This is accomplished through the maintenance and validation of specification performance, testing to qualify engineering changes, verifying life limits, and improving the inherent reliability of the propulsion and power systems as an integral part of Reliability Centered Maintenance initiatives. Historically, the missions, tactics, and environmental exposure of military aircraft systems change to meet new threats or operational demands, and often result in unforeseen problems, which if not corrected, can cause critical safety/readiness degradation, such as those experienced during OPERATIONS DESERT SHIELD/DESERT STORM, ENDURING FREEDOM, and IRAQI FREEDOM due to sand erosion. In addition, new problems arise through actual fleet deployment and usage of the aircraft. System development programs, while geared to resolve as many problems as possible before deployment, cannot duplicate actual operations or account for the vast array of environmental and usage variables, particularly when aircraft missions vary from those that the aircraft was designed to perform. Therefore, it has been found that P&P CIP can provide an immediate engineering response to these flight-critical problems and accelerated engine testing can avoid potential problems. P&P CIP starts after development and Navy acceptance of the first production article and addresses usage and life problems not covered by warranties. P&P CIP addresses engines, transmissions, propellers, starters, auxiliary power units, electrical generating systems, aircraft wiring, and fuel and lubricant systems. These efforts continue over the system's life, gradually decreasing to a minimum level sufficient to maintain the reliability, and decrease the operating costs, of older inventory. P&P CIP is a highly leveraged and cooperative tri-service program with Foreign Military Sales participation.",1235.054,102.231,99.372,115.751,0,115.751,107.957,115.677,119.616,114.341,Aviation Improvements,Navy,
100,PE,0604214M,,AV-8B Aircraft - Engine Dev,5,"The program provides for AV-8B Design, Development, Integration, and Test of various platform improvements such as: Engine Life Management Program (ELMP), Escape Systems, Joint Mission Planning System (JMPS), and Block upgrades to various mission systems and software Operational Flight Programs (OFPs) to include JMPS integration, avionics and communications systems, navigation equipment, weapons carriage and countermeasures, studies and analyses of future capability expansion and unique flight testing, and the Obsolescence Replacement (OR)/Readiness Management Plan (RMP) including structural, hydraulic, electrical, environmental, and mechanical systems.  OR/RMP represents all engineering activities for development and design to support aircraft safety flight clearances, concept explorations, responses to evolving threats, and developments to support Program Objective Memorandum.    The program's Evolutionary Acquisition Strategy includes Design, Development, Integration, and Test activities under the consolidated effort of Block Developments: H6.2 and follow-on block upgrades, to include a H7.0 block upgrade that will be required to implement full Link 16 capability, provide weapon improvements and integrate AIM-9X and Joint Standoff Weapon (JSOW). An H6.2 update included the Common Avionics Program, provided AV-8B a self-contained Global Positioning System navigation capability that is required to access preferred airspaces, including a Litening OFP V3, and initial Link 16 Precise Participant Location and Identification capability, which provided interoperability, digital combat identification and increased situational awareness on the battlefield.  Link 16 is a Top 10 item in the Operational Advisory and Systems Safety Groups.  The H7.0 OFP will fully implement the Harrier Link 16 integration, which will provide information sharing capabilities, integration of an increased number of Link 16 J-series messages and the ability to act on shared target track information.  Connection to the Link 16 network is vital to the AV-8B's ability to operate within some Command and Control situations and Operational Plans, as designed today, as well as provide a tactical capability for the more effective and safe prosecution of both airborne and ground targets. Continued AV-8B combat relevance and ability to respond to evolving and emergent threats through end of service is critical to the Marine Air-Ground Task Force's ability to generate aviation combat power throughout the transition to F-35B. J-series, K-series, Tactical Targeting Network Technology, and other emerging datalink technology messages, as well as compliance with crypto modernization requirements and ability to use GPS-modernized weapons, are required to support current and future mission threats. Linked performance on par with current tactical platforms as well as design to communicate with F-35 is required for the AV-8B to remain tactically relevant to transition. H7.0 will also include the integration and test of weapons and sensors such as, but not limited to, AIM-9X, JSOW and Litening OFP V4, and will integrate required Display Computer processing improvements to enable H7.0 functionality. Integration of these weapons, to include continued use of current weapons as they are upgraded to modernized GPS capability, is vital to the Harrier's continued combat relevance to the Marine Expeditionary Unit and Global Response Force Combatant Commanders particularly as obsolete AIM-9M inventory dwindles.   Additionally, software integration and stores expansion testing will be required for systems to include a Helmet Mounted Cueing System (HMCS), Unique Weapons, survivability and Countermeasures, Advanced Precision Kill Weapons System (APKWS), AIM-9X, ALE-43, survivability upgrades, standoff weapons such as JSOW, Joint Air-to-Ground Missile (JAGM) and AIM-120 unique platform flight test which will be required to utilize updated AIM-120C variants on the AV-8B as well as test of emergent tactical requirements, and test of crypto modernization compliance. AV-8B funding also supports peculiar flight test requirements to include weapons integration/carriage and avionics, software/firmware upgrades, and avionics hardware component redesign activity. Studies and analyses will be conducted on systems such as survivability systems, HMCS and Beyond Line of Sight (BLOS) to assess feasibility of integrating on the AV-8B. The ELMP is a comprehensive plan to increase and maintain safety of flight and operational readiness of the AV-8B F402-RR-408 Engine and accessories.  The program will accomplish this mission by conducting Engineering Project Description investigations to develop engineering solutions that address emergent safety, obsolescence, foreign object debris detection and prevention, fatigue life and maintenance issues.  The OR/RMP is required to ensure the AV-8B air vehicle's sustained mission availability, and safe and reliable operational readiness until end of service.  Air vehicle sustainment requires component and system analyses, technical planning, identification, prioritization, and diagnosis of emergent  problems and the allocation of resources for the development, testing and flight clearance of engineering solutions in the areas of flight, crew safety, and escape systems and structural integrity, obsolescence, systems reliability and maintainability, inventory preservation, alternative mission development, or other emergent material or equipment conditions affecting AV-8B systems readiness.  Activities include research/analysis for system safety deficiency corrections, fuel system safety improvements, structural analyses, monitoring and integrity analysis, component compatibility, component and materials obsolescence analyses and mitigation development, explorations for aging equipment, reliability improvement analyses and design developments.",479.218,45.639,27.441,20.054,0,20.054,17.872,18.079,17.472,17.818,AV-8B Aircraft - Engine Dev,Navy,
100,Project,0604214M,652,AV-8B,5,"This program provides for AV-8B Design, Development, Integration and Test of the following improvements:  Engine Life Management Program (ELMP), Operational Flight Programs (OFPs) and Avionics/Weapons Integration, Escape System, and Readiness Management Plan (RMP). The ELMP is a comprehensive plan to increase safety of flight and operational readiness of the AV-8B F402-RR-408 Engine and Gas Turbine Starter (GTS), as well as other critical engine components. The Program Office will accomplish this mission through the Component Improvement Program (CIP), which entails Engineering Project Description investigations to derive safety and reliability improvements to the engine and engine components. H7.0 OFP will integrate full Harrier Link 16 capability, provide software updates, integrate AIM-9X, a Litening Common OFP update, provide Advanced Precision Kill Weapons System (APKWS) integration improvements, Joint Standoff Weapon (JSOW) integration, and common avionics ADS-B (out), Mode 5, and Mode S Identification Friend or Foe capabilities as well as integrate required Radar Display Computer processing improvements to enable H7.0 functionality.  Other efforts include compliance with crypto modernization requirements, testing compatibility with GPS-modernized weapons, peculiar integration and flight test requirements such as AIM-120C flight test, as AIM-120A/B will become obsolete,  unique weapons, sensors, and countermeasures integration and stores expansion to include APKWS, Helmet Mounted Cueing System (HMCS), Beyond-Line-of-Sight (BLOS) communications, AIM-9X, ALE-43, standoff weapons such as JSOW, and unique flight test, study and component redesign efforts of other avionics, sensors, or weapons systems , or emergent tactical requirements, as they arise. The program is working closely with the Common Avionics Program and the Allies (Spain and Italy) on all efforts. RMP represents all engineering activities for development, design and test to support aircraft safety, flight clearance and concept exploration for resolution of emergent safety, service life, escape systems, compatibility, obsolescence, and readiness issues as well as response to fleet urgent operational requirements.",479.218,45.639,27.441,20.054,0,20.054,17.872,18.079,17.472,17.818,AV-8B Aircraft - Engine Dev,Navy,
110,PE,0604262N,,V-22A,5,"The V-22 Osprey is an Acquisition Category IC Joint Program led by the Department of the Navy for the purpose of developing, testing, evaluating, procuring and fielding a tilt rotor, vertical takeoff and landing aircraft for Joint Service application.  The V-22 program is designed to provide an aircraft to meet the amphibious/vertical assault needs of the Marine Corps, the Carrier Onboard Delivery (COD) needs of the Navy, and the special operations needs of the Air Force and the United States Special Operations Command (USSOCOM). The MV-22 variant is replacing the CH-46E in the Marine Corps and the CMV-22 will replace the C-2A in the Navy. The CV-22 variant replaced the MH-53J and MH-53M and augments the C-130 in the Air Force and USSOCOM.  The V-22 is capable of flying over 2,100 nautical miles, with a single refueling, giving the services the advantage of a Vertical/Short Take-off and Landing aircraft that can rapidly self-deploy to any location in the world.  This program is funded under Engineering Manufacturing and Development for correction of deficiencies and includes Block A and Block B upgrades which encompassed engineering and manufacturing development of new end-items prior to the production incorporation decision as well as Block C suitability and effectiveness development upgrades.  Capability Development Document interoperability requirements were addressed through a spiral upgrade acquisition strategy.  It was the first spiral providing Key Enabling Department of Defense mandated open systems architecture upgrades for the mission computer hardware and software while simultaneously addressing required interoperability common avionics upgrades and current avionics obsolescence issues.  Future development efforts will include Pre-Planned-Product-Improvements in the Capability Development Document and Re-design efforts to correct critical Reliability, Maintainability and Availability issues in support of readiness Operational Safety Improvement Program as prioritized by the United States Marine Corps or an Urgent Universal Needs Statement.   Note:   The first two CMV production aircraft are test aircraft. They will be delivered to Patuxent River to support Development Testing. Operational Testing (OT) will be conducted as part of a carrier air wing work-up prior to deployment. OT will focus on assessing the effectiveness and suitability of the CMV-22 as the COD platform in the carrier strike group. There is no Milestone C, because CMV-22 is being executed as an Engineering Change Proposal to V-22 Block C. Initial Operational Capability for CMV-22 is FY21.",9513.557,131.363,191.235,132.624,0,132.624,139.786,168.248,147.536,119.275,V-22A,Navy,
110,A/PP,0604262N,1425,V-22 Hardware Development Propulsion/Mission Care,5,,,1.362,2.139,2.219,0,2.219,,,,,V-22A,Navy,
2,PE,0601102A,,Defense Research Sciences,1,"This PE builds fundamental scientific knowledge contributing to the sustainment of United States (US) Army scientific and technological superiority in land warfighting capability and to solving military problems related to long-term national security needs, investigates new concepts and technologies for the Army's future force, and provides the means to exploit scientific breakthroughs and avoid technological surprises. This PE fosters innovation in Army niche areas (e.g., lightweight armor, energetic materials, and night vision capability) and areas where there is no commercial investment due to limited markets (e.g., vaccines for tropical diseases). It also focuses university single investigator research on areas of high interest to the Army (e.g., high-density compact power and novel sensor phenomenology). The in-house portion of the program capitalizes on the Army's scientific talent and specialized facilities to transition knowledge and technology into appropriate developmental activities. The extramural program leverages the research efforts of other government agencies, academia, and industry.  This PE also supports basic research at the Army laboratories through the In-House Laboratory Independent Research (ILIR) program.  The ILIR program serves as a catalyst for major technology breakthroughs by providing laboratory directors flexibility in implementing novel research ideas, by nurturing promising young scientists and engineers, and is used to attract and retain top doctoral degreed scientists and engineers. The ILIR program also provides a source of competitive funds for peer reviewed efforts at Army laboratories to stimulate high quality, innovative research with significant opportunity for payoff to Army warfighting capability.  All FY20 adjustments align program financial structure to Army Modernization Priorities in support of the National Defense Strategy.  The cited work is consistent with the Under Secretary of Defense for Research and Engineering priority focus areas and the Army Modernization Strategy.",0,306.347,354.48,303.257,0,303.257,311.641,320.262,323.932,326.791,Defense Research Sciences,Army,
2,CA,0601102A,T14,"Multi-fuel ignition, chemistry and control strategies for unmanned aircraft systems hybrid propulsion",1,,,0,9,,,,,,,,Defense Research Sciences,Army,
2,Project,0601102A,AA6,Robotics and Mobile Energy,1,"This Project fosters basic research to expand the Army's capabilities in the area of propulsion, platform mechanics, and autonomous air and ground platforms. This includes research to enable the investigation of risk-based design methodologies and control algorithms for enduring operation of rotorcraft and ground vehicles, artificial intelligence and novel mobility mechanics to enable robotic systems to serve as productive embodied teaming agents; and propulsion and alternative energy systems to increase the reliability, efficiency, and survivability of air and/or ground platforms.   This Project also conducts research in support of advanced military vehicle technology with emphasis on sophisticated vehicle dynamics and simulation, vehicle-terrain interaction, vehicle control, and advanced track and suspension concepts. Advanced propulsion research will dramatically improve power density, performance and thermal efficiency for advanced engines, transient heat transfer, high temperature materials and thermodynamics. This Project also supports state-of-the-art simulation technologies to achieve a more fundamental understanding of advanced mobility concepts. The subject research is directed at unique, state- of-the-art phenomena in specific areas such as: non-linear ground vehicle control algorithms, using off-road terrain characteristics; and unique mobility approaches, using advanced analytical and experimental procedures.  The work in this Project supports PE 0602148A (Future Vertical Lift Technology), PE 0602145A (Next Generation Combat Vehicle Technology), PE 0601104A (University and Industry Research Centers).  FY20 realignments are due to financial restructuring in support of Army Modernization Priorities.    Work in this Project is performed by the United States (U.S.) Army Futures Command.",0,0,21.7,22.794,0,22.794,22.948,23.406,23.666,23.904,Defense Research Sciences,Army,May taint data. Bundles propulsion research for ground and aerial systems.
2,Project,0601102A,F20,Adv Propulsion Rsch,1,"This Project fosters research to increase the performance of small air-breathing engines and power-trains to support improved system mobility, reliability, and survivability for air and/or ground vehicles; and ultimately serves to reduce the logistics cost burden for the future force.  Problems addressed include the need for greater fuel efficiency and reduced weight in these propulsion systems.  Technical barriers to advanced propulsion systems are the inadequacy of existing materials to safely withstand higher temperature demands, the lack of capability to accurately simulate the flow physics and the mechanical behavior of these systems, including the engine and drive train.  The Army is the lead Service in these technology areas and performs basic research in propulsion, as applicable to rotorcraft as well as tracked and wheeled vehicles.  Technical solutions are being pursued through analysis, code generation, and evaluations to improve engine and drive train components and investigate advanced materials.  Component level investigations include compressors, combustors, turbines, energy sources and conversion, injectors, pistons, cylinder liners, piston rings, gears, seals, bearings, shafts, and controls.  Work in this Project provides the technical underpinnings for PE 0602211A (Aviation Technology).  FY20 realignments are due to financial restructuring in support of Army Modernization Priorities.  The cited work is consistent with the Under Secretary of Defense for Research and Engineering priority focus areas and the Army Modernization Strategy.",0,3.544,0,0,0,0,0,0,0,0,Defense Research Sciences,Army,May taint data. Bundles propulsion research for ground and aerial systems.
220,PE,0607135A,,Apache Product Improvement Program,7,"The funding associated with the Apache Product Improvement Program funding line, previously known as Apache Block III, funded the non-recurring engineering (NRE), development, and testing work associated with the planned remanufacture and new build Apache aircraft in the AH-64E configuration (deliveries began in Oct 2011). The AH-64E program consists of two Major Defense Acquisition Programs (MDAP), AH-64E Remanufacture and AH-64E New Build. This project addresses reliability challenges and provides increased combat capability to the aircraft. Upgrades include: Unmanned Aircraft System (UAS) Level III-IV Control, Improved Situational Awareness, Upgraded Communications Suite, Improved Drive and Propulsion Systems, Improved Targeting Capability, Increased Computer Processing Capability and Speed, Improved Navigation Systems, Improved Diagnostics and Maintainability, and Joint Air to Ground Missile (JAGM) integration. Upgrades are integrated as incremental block modifications. The program addresses operational shortfalls identified during real-world combat missions and meets Longbow Apache Capability Production Document (CPD) requirements for modernization.",0,22.914,0,0,0,0,0,0,0,0,Apache Product Improvement Program,Army,
220,Project,0607135A,ES2,Apache Product Improvement Program,7,"The funding associated with the Apache Product Improvement Program funding line, previously known as Apache Block III, funded the non-recurring engineering (NRE), development, and testing work associated with the planned remanufacture and new build Apache aircraft in the AH-64E configuration (deliveries began in Oct 2011). The AH-64E program consists of two Major Defense Acquisition Programs (MDAP), AH-64E Remanufacture and AH-64E New Build. This project  addresses reliability challenges and provides increased combat capability to the aircraft. Upgrades include: Unmanned Aircraft System (UAS) Level III-IV Control, Improved Situational Awareness, Upgraded Communications Suite, Improved Drive and Propulsion Systems, Improved Targeting Capability, Increased Computer Processing Capability and Speed, Improved Navigation Systems, Improved Diagnostics and Maintainability, and Joint Air to Ground Missile (JAGM) integration. Upgrades are integrated as incremental block modifications. The program addresses operational shortfalls identified during real-world combat missions and meets Longbow Apache Capability Production Document (CPD) requirements for modernization.",0,22.914,0,0,0,0,0,0,0,0,Apache Product Improvement Program,Army,
224,PE,0607139A,,Improved Turbine Engine Program,7,"Improved Turbine Engine Program (ITEP) develops, tests, qualifies, and integrates the next generation turboshaft engine on Future Attack Reconnaissance Aircraft (FARA), Black Hawk and Apache aircraft.  The Improved Turbine Engine (ITE) replaces the existing T700 engine design originated in the 1970's and meets the operational requirement of 6,000 feet pressure altitude and 95 degrees (6K/95).  The ITE will fit inside the existing engine bays of the Black Hawk and Apache Helicopters and provides a significant power enhancement of up to fifty percent (total of 3,000 class shaft horsepower) with increased fuel efficiency.  Additional benefits include improved design life, enhanced reliability, lower maintenance cost and restored capability lost due to aircraft weight growth without an increase to the logistics footprint.  The program consists of systems engineering and program management, detailed design engineering, design assurance, hardware manufacturing and testing, component and module level development and testing, system level testing and qualification, and platform integration and qualification.  ITEP is postured to accelerate based on General Electric contract incentives and integration.  Fiscal Year (FY) 2019 funds the Engineering and Manufacturing Development (EMD) contract that was awarded to General Electric in February 2019, platform/engine integration design engineering, and ballistic assessments ending in FY 2020. FY 2020 funding continues both the EMD effort and platform/engine integration A-kit development, engine Critical Design Review (CDR), engine component testing will begin, engine fit check will be performed for Apache and Black Hawk platforms, and the CDR for Apache. FY 2021 continues the EMD effort, continues engine component testing, leading to First Engine To Test (FETT), begins Preliminary Flight Rating (PFR) testing, completes the Black Hawk A-Kit CDR, and begins physical airframe integration. FY 2022 funding will continue PFR testing, leading to a Preliminary Flight Rated engine in FY 2023, and continues physical airframe integration. FY 2023 funding provides for aircraft flight/qualification testing for both Apache and Black Hawk and the initiation of engine full qualification testing. FY 2024 funding provides for completion of engine qualification, continuation of aircraft flight/qualification testing for both Apache and Black Hawk, and Low Rate Initial Production (LRIP).  FY 2025 funding provides for engine integration and A-kit development for the H-60V platform, Initial Operational Test and Evaluation (IOTE) for Black Hawk and Apache, continuation of LRIP, and continuation of flight/qualification for both Black Hawk and Apache.",0,173.766,206.434,249.257,0,249.257,245.566,205.906,182.831,130.887,Improved Turbine Engine Program,Army,
224,Project,0607139A,ES6,Improved Turbine Engine Program,7,"Improved Turbine Engine Program (ITEP) develops, tests, qualifies, and integrates the next generation turboshaft engine on Future Attack Reconnaissance Aircraft (FARA), Black Hawk and Apache aircraft.  The Improved Turbine Engine (ITE) replaces the existing T700 engine design originated in the 1970's and meets the operational requirement of 6,000 feet pressure altitude and 95 degrees (6K/95).  The ITE will fit inside the existing engine bays of the Black Hawk and Apache Helicopters and provides a significant power enhancement of up to fifty percent (total of 3,000 class shaft horsepower) with increased fuel efficiency.  Additional benefits include improved design life, enhanced reliability, lower maintenance cost and restored capability lost due to aircraft weight growth without an increase to the logistics footprint.  The program consists of systems engineering and program management, detailed design engineering, design assurance, hardware manufacturing and testing, component and module level development and testing, system level testing and qualification, and platform integration and qualification.  ITEP is postured to accelerate based on General Electric contract incentives and integration.  Fiscal Year (FY) 2019 funds the Engineering and Manufacturing Development (EMD) contract that was awarded to General Electric in February 2019, platform/engine integration design engineering, and ballistic assessments ending in FY 2020. FY 2020 funding continues both the EMD effort and platform/engine integration A-kit development, engine Critical Design Review (CDR), engine component testing will begin, engine fit check will be performed for Apache and Black Hawk platforms, and the CDR for Apache. FY 2021 continues the EMD effort, continues engine component testing, leading to First Engine To Test (FETT), begins Preliminary Flight Rating (PFR) testing, completes the Black Hawk A-Kit CDR, and begins physical airframe integration. FY 2022 funding will continue PFR testing, leading to a Preliminary Flight Rated engine in FY 2023, and continues physical airframe integration. FY 2023 funding provides for aircraft flight/qualification testing for both Apache and Black Hawk and the initiation of engine full qualification testing. FY 2024 funding provides for completion of engine qualification, continuation of aircraft flight/qualification testing for both Apache and Black Hawk, and Low Rate Initial Production (LRIP).  FY 2025 funding provides for engine integration and A-kit development for the H-60V platform, Initial Operational Test and Evaluation (IOTE) for Black Hawk and Apache, continuation of LRIP, and continuation of flight/qualification for both Black Hawk and Apache.",0,173.766,206.434,249.257,0,249.257,245.566,205.906,182.831,130.887,Improved Turbine Engine Program,Army,
